feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,class
-6.035789375367607290e-01,4.766234459345550234e-02,-1.896738097102506904e-01,1.564263059171406400e+00,1.311531659251691906e+00,9.320522099892085688e-01,9.074697995923766136e-01,-1.473478319403853654e+00,-7.706592758408671306e-01,4.018234205090073785e-01,1.000000000000000000e+00
3.963121541135558035e-01,-8.212571888521941199e-01,1.287017002201217952e+00,-1.127769447136906938e-01,1.233003369341928890e+00,-1.533070769598748884e+00,7.586069880380290620e-01,-1.349239814215542843e+00,3.390269679218402832e-01,-2.323624738572556969e-01,1.000000000000000000e+00
-1.660606662995666838e+00,1.133811761400517648e+00,-3.771901032863103076e-01,-7.304361987693619440e-02,-1.027686286046989528e+00,-1.174802963388867028e+00,-7.104629725223391423e-01,-8.003107314816885198e-01,-3.271745002976905736e-01,-1.551214965556302339e+00,1.000000000000000000e+00
-3.178957684938131800e-01,2.214462512825849105e-01,4.666332178059571789e-01,1.375352535988334068e+00,-9.081860413656980269e-01,-5.922374988531519113e-01,-6.302348150539841543e-01,-1.288580785233437442e+00,7.760428222911852636e-01,-1.134024562805043823e+00,1.000000000000000000e+00
-1.179175501637498014e-01,5.690140646608451425e-01,1.181539087064684690e+00,-2.678854473708148776e-01,7.921731789172229421e-01,-1.439528337665453517e+00,-6.712033536096081443e-01,1.395189875517833356e+00,1.665702950666238191e+00,-1.808298069055263024e-01,1.000000000000000000e+00
9.962468091037456341e-01,-2.564594921125215032e-01,-4.903658952820640071e-02,-5.689675013674525550e-01,-3.361492504260951142e-01,6.542248464397359964e-02,1.556051738242673066e+00,-1.032396968626190903e+00,-1.320885703339298445e+00,1.646147804308641494e+00,1.000000000000000000e+00
-1.203513592526950893e+00,-2.564594921125215032e-01,8.885448783520916161e-01,8.743242623731870000e-02,-1.406808571307692324e+00,-5.822749166366589790e-01,1.025978160842682785e+00,2.926839682231339723e-01,5.286862268905380136e-01,-1.717949526915288072e-01,1.000000000000000000e+00
1.081951759816629943e+00,-1.038487072213606588e+00,-1.385090181257630393e+00,-3.096510119315891152e-01,-1.251727063964974018e+00,1.258366840386820229e+00,4.739078610926333868e-01,-1.594992220928871385e+00,5.920964181970255202e-01,-2.141204512696902040e-01,1.000000000000000000e+00
-1.689174979899961571e+00,1.437933598106494903e+00,-9.162994473174815857e-01,-2.197666018123528020e-01,-7.171802669431849298e-01,-1.039374462561528212e+00,-9.912541638301451963e-01,1.320679397316010473e+00,-1.539192085768406493e+00,1.753626615162555136e-01,-1.000000000000000000e+00
1.024815126008040478e+00,-2.999054687848046186e-01,-2.559705283119889999e-02,3.473903202372424226e-01,1.310158291630141081e+00,9.294094525703664456e-01,1.497601199466762401e+00,7.060557739744609540e-01,6.905558013736429190e-01,-3.272312979766848762e-01,1.000000000000000000e+00
1.310498295050988027e+00,9.165818780391051801e-01,5.838309012909945750e-01,-5.518219067461960226e-02,2.061621981499175971e-01,-8.840259723667229785e-01,-1.489005630658755130e+00,-2.194449349623460097e-02,1.525270652218406076e+00,-2.518913690719132847e-01,-1.000000000000000000e+00
6.248586893479138871e-01,-1.212270978902735941e+00,1.111220476973662219e+00,6.007349956003592562e-01,-8.584287118491268354e-01,-7.568926601957600211e-03,4.093364232792722213e-01,-1.465549346020317500e+00,1.059620656433741953e-01,-3.205264871873932941e-01,1.000000000000000000e+00
9.676784921994507904e-01,1.481379574778777908e+00,1.146379782019173232e+00,1.679725846022540880e-01,-1.021769577388504935e+00,6.520253256092062299e-01,-1.215784551687183912e+00,-1.095455983315976489e+00,4.915789444961339849e-01,-3.808210313283793003e-01,-1.000000000000000000e+00
1.224793344338103829e+00,-9.950410955413235836e-01,1.287017002201217952e+00,1.622900939580449675e+00,1.971095039742845889e-01,-3.790402558394385113e-01,1.679965116238827105e-01,-2.186448190760899822e-03,-6.816238972162461662e-01,-8.826143989931694023e-01,1.000000000000000000e+00
-4.036007192066973781e-01,1.655163481467907260e+00,4.314739127604462765e-01,-1.640585737236549102e+00,1.362185272008928472e+00,-7.832300400922684869e-01,-5.916040040537029476e-01,3.292572836138296100e-01,2.775416738475531275e-01,-1.573479476062261240e+00,1.000000000000000000e+00
3.391755203049662826e-01,-1.168825002230454491e+00,1.287017002201217952e+00,1.926720778321574068e+00,-1.352295733569631286e+00,-1.295109883330962885e+00,-6.370632610419882935e-01,7.277645484401381593e-01,-2.218717961248707071e-01,-1.263838088294749085e+00,1.000000000000000000e+00
1.139088393625219409e+00,1.133811761400517648e+00,6.072704379880019543e-01,7.199687282455726756e-01,1.426386306639622070e+00,1.346065863700094400e+00,-1.507819932288597675e+00,1.441915389662427882e-01,1.507482077464573911e-01,3.412040993848962089e-01,-1.000000000000000000e+00
-6.078091635516030128e-02,1.177257738072800874e+00,6.541495113820169349e-01,-1.546397164911122335e+00,-7.276343274328826993e-01,6.504003557325239715e-01,1.416053754521487296e+00,-1.277926398405296204e+00,1.392176627996578819e+00,1.192128907809459015e+00,1.000000000000000000e+00
-6.607155713453503054e-01,-1.212270978902735941e+00,6.816109395683080108e-02,1.923392064095335030e-01,1.214405166804783942e+00,-7.722758894796851736e-01,1.071801305754082501e+00,5.233600637378094111e-01,-9.627922011190116480e-01,-1.224625119140443807e+00,1.000000000000000000e+00
7.962685907736823943e-01,-1.559838792280996200e+00,1.134660013670669709e+00,1.626850641369658623e+00,5.953877104754327076e-01,1.661436446505148767e+00,8.028909731835396357e-01,-1.519198167963206503e+00,1.598715187048979081e-01,6.950813478063783135e-01,1.000000000000000000e+00
1.196225027433809096e+00,1.046919808055952972e+00,-1.385090181257630393e+00,-5.305541196072642851e-01,1.429689138117437863e-01,-1.211647294574938361e+00,9.582825588099775915e-01,-3.753987246367521124e-01,-4.789755395594086917e-01,-1.614516614930866956e+00,1.000000000000000000e+00
6.534270062522086198e-01,1.394487621434213231e+00,-4.592284817258366902e-01,1.005592932248371207e+00,2.943662340245288833e-01,9.594493403159504163e-01,1.082521590729308425e+00,-7.513458638488069719e-01,4.641868588805386775e-01,-1.557169444866980612e+00,1.000000000000000000e+00
5.391537386350295780e-01,-5.605813288184986476e-01,-7.053436170444148390e-01,-7.446583389039050926e-01,-1.697966963587646427e+00,1.461725072051528906e+00,1.614609859991475993e+00,-4.663594593381168996e-01,-1.313307491652831116e+00,4.283298689904828094e-01,1.000000000000000000e+00
-1.489196761569898220e+00,-3.867974221293692949e-01,4.472155725982340096e-02,-7.759690090705062548e-01,-1.532478328011086077e+00,-4.525077124604502954e-01,-1.453842658873599931e-02,1.581113645708188242e+00,-4.413352603760726800e-01,-1.504479937798043065e-01,-1.000000000000000000e+00
1.624749780998230309e+00,-1.168825002230454491e+00,-2.013935780587546021e-01,-1.658204107867221611e+00,1.267464249699273848e+00,5.890118345835546609e-01,-1.511295586913079969e+00,9.915145123198784161e-01,-5.855534653318712479e-01,2.642246930301667129e-01,1.000000000000000000e+00
1.224793344338103829e+00,-8.267558542339209504e-02,-1.455408791348652864e+00,-8.849470203177532968e-01,7.434002442531127963e-01,-1.210552657732857140e+00,1.065356607253681087e+00,6.315648262857459505e-02,3.018238366424290040e-02,4.397707611189031751e-01,1.000000000000000000e+00
1.339066611955282760e+00,9.600278547113884065e-01,-6.936238486959108718e-01,6.648889552603151065e-01,1.639614232878388034e-01,-1.603541141039988016e-01,3.212942520650026723e-01,-5.764318920328573848e-01,-1.610799326422822642e+00,1.774932596482453884e-01,-1.000000000000000000e+00
1.253361661242398561e+00,4.766234459345550234e-02,-1.185854119333067391e+00,-9.444929945569635610e-01,1.421490471159664981e+00,1.659704109276902484e+00,8.424855121619907461e-01,6.186107326027781017e-01,1.198788776413569845e+00,7.523608919333829581e-01,1.000000000000000000e+00
1.081951759816629943e+00,-5.171353521462170866e-01,1.017462330185632480e+00,-1.609919847447502717e+00,1.144144849593912827e+00,-6.239257259838706382e-01,-4.255759993939712271e-01,8.193161226899917660e-01,-4.066584372030753736e-01,-6.223541146403347435e-01,-1.000000000000000000e+00
1.510476513381051378e+00,1.394487621434213231e+00,-2.482726514527696104e-01,-3.302097161164522787e-01,1.549961431117482080e+00,-1.118968642049560591e+00,7.169581839669528778e-01,-1.182125756316978027e+00,1.321713982373862617e+00,1.525287178084854700e+00,-1.000000000000000000e+00
5.349235126201860174e-02,-7.778112121799110046e-01,7.244681214730392949e-01,1.090275051651625055e-01,1.362376978366927505e+00,1.471522849264147448e+00,-4.635251882029727821e-01,-1.153942625015136780e+00,-8.568997290281407109e-01,5.356468466227872760e-01,-1.000000000000000000e+00
-6.035789375367607290e-01,1.394487621434213231e+00,-2.111715818864861038e+00,1.598308138268998313e+00,-1.554172389876441018e+00,-4.565219328572895918e-01,3.132646542633640147e-02,1.302362899250062434e+00,1.036804017840624370e+00,-7.905248777973299390e-01,1.000000000000000000e+00
1.139088393625219409e+00,1.394487621434213231e+00,5.955506696394985422e-01,4.336018452738624740e-01,-4.855652698818945789e-01,-3.069737186751479996e-01,1.699937546092232799e+00,-6.698707010249441707e-01,-4.892418675689795271e-01,-4.594944280318631891e-01,1.000000000000000000e+00
-7.749888389625293472e-01,3.517841812994326745e-01,3.494355343209203935e-01,1.524664766874455513e+00,-1.457523225348581697e+00,-3.910894058372275106e-01,-1.417742468549020862e-01,-8.713814592529839365e-02,1.345568683674967847e+00,8.350106443474725193e-01,-1.000000000000000000e+00
1.567613147189640843e+00,6.559060180054098188e-01,7.596274265185503083e-01,-6.629467732561876714e-01,6.492476844210515186e-01,1.547359452180145922e+00,4.999002436325779009e-01,1.508111435637116582e+00,-4.851196069931626997e-01,4.600975165970246916e-01,1.000000000000000000e+00
7.962685907736823943e-01,-1.255716955575018945e+00,6.307099746850094446e-01,-6.626530774821173253e-01,-9.219483939065755695e-01,-1.620556396983198200e+00,1.202522053009745795e+00,-1.671072990841131922e+00,-8.620806893324299836e-01,-7.962766465955142259e-01,1.000000000000000000e+00
2.492403435772390027e-02,1.524825551451059580e+00,-2.170314660607380208e+00,-5.434699820393301684e-01,1.258016203226457019e+00,-1.974941458195169849e-02,5.284086512274795977e-01,-8.946642139406346672e-01,-4.688028767170109717e-02,1.379561825117940899e+00,-1.000000000000000000e+00
-4.607373530152868990e-01,-3.433514454570861796e-01,-1.514007633091171368e+00,3.706699300991160850e-01,-2.587611581061620147e-01,-1.464723857293460219e+00,7.449981361374573563e-01,-5.686383232719043335e-01,-1.078867728278007698e+00,1.361314497921221500e+00,-1.000000000000000000e+00
5.105854217307348453e-01,3.952301579717157898e-01,-1.830441378500772043e+00,5.356526872292654007e-01,1.725916089652486329e+00,9.467335923200107528e-01,-1.849004006134495059e-01,-7.804894197180970439e-01,2.324601861093442134e-01,1.367914063283254933e+00,-1.000000000000000000e+00
-1.146376958718361205e+00,4.386761346439972953e-01,2.087983141388755903e-01,-6.270686274307812891e-01,1.422354611949709080e-01,8.459639363828249659e-01,9.376333073886096159e-01,-8.643271810168848823e-01,-1.104493447845079634e+00,-1.208316436882496347e+00,1.000000000000000000e+00
-6.607155713453503054e-01,6.993519946776928231e-01,-9.514587523629928212e-01,3.411889508468322063e-01,-1.788956929850483990e-01,1.055286614660374100e+00,-5.819220633741734039e-01,-1.502522683633322087e+00,8.887028238154950355e-01,1.182994085797667017e-01,-1.000000000000000000e+00
1.453339879572461912e+00,4.766234459345550234e-02,-1.443689023000149119e+00,-4.233382830044331024e-01,-5.047259192084617707e-01,1.822538413429489884e-02,-3.303801591876072141e-01,-4.987779745526476072e-01,-1.438798901423590459e+00,-6.865633236971460662e-02,-1.000000000000000000e+00
8.248369076779771270e-01,-2.130135154402398867e-01,-1.373370412909126870e+00,-1.001925709548272314e+00,-1.509416675078617986e+00,4.933463526341467786e-01,5.549245274667647942e-01,4.382317324832192829e-01,1.428189850693531771e+00,-6.581226155977999426e-01,1.000000000000000000e+00
-1.489196761569898220e+00,3.952301579717157898e-01,-1.080376204196533685e+00,9.359330207779872346e-01,6.294446382206204671e-01,-9.721000536231347855e-01,1.000116074676592470e+00,-3.118655844963929002e-01,1.657859082744083112e+00,2.221839737607848864e-01,1.000000000000000000e+00
1.710454731711114729e+00,-6.040273054907817629e-01,9.562252214312399676e-03,-2.728850271569850938e-01,1.688741310508554694e+00,7.729721131396283251e-01,2.514944295078109793e-01,-2.895700962448546911e-01,-1.690678254433569894e+00,-8.417840209916562788e-01,1.000000000000000000e+00
3.106072034006714944e-01,-9.081491421967587963e-01,2.205180824873791134e-01,5.479338967242612934e-01,1.147380503415136754e+00,1.573739914326717892e+00,8.637047026833039043e-01,-1.451432229501559368e+00,-8.346392387722535444e-01,3.694328098574470864e-01,1.000000000000000000e+00
1.653318097902525041e+00,1.220703714745082324e+00,-9.162994473174815857e-01,3.612007732454973752e-01,1.082927203601117494e+00,1.325804990990906873e+00,-9.085916682890593510e-01,-1.225486617056583238e+00,1.091418635833028977e-01,-9.166008172417940136e-02,-1.000000000000000000e+00
1.653318097902525041e+00,6.993519946776928231e-01,5.721111329424910519e-01,9.917588485456497738e-01,-1.145508152398793111e+00,-1.422667315763845641e+00,-4.250564579469234272e-01,1.338521143944542802e+00,1.468291488323383520e+00,-8.149702322739222904e-01,1.000000000000000000e+00
8.248369076779771270e-01,-2.130135154402398867e-01,1.287017002201217952e+00,2.259525351731209053e+00,-1.119024049278314781e+00,5.308439345234230305e-02,1.654235968736498696e+00,-1.687007498047144782e+00,3.645787517050447790e-01,1.528242874248726124e-01,1.000000000000000000e+00
-1.117808641814066473e+00,-6.909192588353464393e-01,-8.928599106204740954e-01,1.874861531410594306e+00,2.023325138492289010e-01,-1.030588051743626998e+00,1.653973777054505101e+00,-1.617120012785479677e+00,-6.510969725073273429e-01,1.567113189812452179e+00,1.000000000000000000e+00
6.819953231565033525e-01,-1.603284768953279205e+00,1.263577465504210462e+00,-1.298146754232152034e-01,-4.747368905331380007e-01,8.309694357596195680e-01,-3.544371234542187943e-01,9.835329233362659351e-02,5.521818871590576938e-01,-9.901182175409960207e-02,1.000000000000000000e+00
1.391973019749029039e-01,-1.516392815608714306e+00,8.416658049580766354e-01,-1.493663582304924464e+00,3.357049568462130984e-01,-1.405760598231776459e+00,-1.335143313192061143e+00,6.779057087352116096e-01,-1.529236488652365944e+00,9.246892446587767767e-01,-1.000000000000000000e+00
1.139088393625219409e+00,-1.472946838936431524e+00,7.947867315640616548e-01,-1.123215312611972161e+00,1.091117625771196087e+00,9.854700661192455913e-01,-1.323253542443761255e+00,9.323574781876468043e-01,-1.717334572036556040e+00,1.591598959547179781e+00,-1.000000000000000000e+00
-2.321908177809288987e-01,-1.342608908919583621e+00,1.150401673508457956e-01,4.492824989583761863e-01,1.113942771750105060e-01,5.433808815913687695e-01,-8.995427028657947410e-01,-1.210618953448133084e+00,-4.165538140789913912e-01,5.419830035522919809e-02,-1.000000000000000000e+00
1.110520076720924898e+00,-3.433514454570861796e-01,-1.654644853273216087e+00,-1.214156352355159951e+00,5.992795831699075926e-01,1.556680607097472357e+00,-5.264808103380428372e-01,1.484928779626204731e+00,-1.010451893247481941e-01,7.565580520406218756e-01,-1.000000000000000000e+00
-3.464640853981079127e-01,8.731359013668221758e-01,1.251857697155706939e+00,7.389948131036822021e-01,1.287529949373060312e+00,-9.967542604856526323e-01,1.492680471762113603e+00,1.424832335764879110e+00,1.579242772495211611e+00,-6.395174781886766580e-01,1.000000000000000000e+00
5.105854217307348453e-01,-1.342608908919583621e+00,-7.405029220899258524e-01,1.923321334132057192e+00,8.136550758283136453e-01,1.271679419588642723e+00,5.343350567043453347e-01,8.841634962250570495e-02,-1.633142128080171895e+00,7.974202469500769885e-02,1.000000000000000000e+00
-2.893274515895183918e-01,3.952301579717157898e-01,2.791169242298979780e-01,5.518194580570661145e-01,4.278595994909019096e-01,8.482270107686907812e-01,6.988944964684449257e-01,1.013736165199196959e+00,-1.570573148067254010e+00,-1.614237874965361419e+00,1.000000000000000000e+00
-2.321908177809288987e-01,-2.999054687848046186e-01,1.287017002201217952e+00,-6.322675423332760336e-02,6.556630121921125376e-01,-9.971146737706787500e-01,-1.179980467150434809e+00,-1.976767740862200862e-01,-9.833196089862642486e-01,-1.250440091259007014e+00,-1.000000000000000000e+00
8.248369076779771270e-01,1.046919808055952972e+00,1.287017002201217952e+00,-2.287118161995285615e+00,1.123631005456160903e+00,1.631074167039879619e+00,-2.920544914992400168e-03,-1.084038107000851126e+00,-2.514198833407161882e-01,1.557745382403526779e+00,-1.000000000000000000e+00
9.962468091037456341e-01,9.110832126573860379e-02,1.287017002201217952e+00,7.900977156716540439e-02,6.686177949084571859e-01,1.605946025105982056e+00,1.541921777167416074e+00,1.018339733195307906e+00,3.479572008970567842e-01,1.009386602740552696e+00,1.000000000000000000e+00
-1.546333395378487685e+00,-2.564594921125215032e-01,1.287017002201217952e+00,-1.941543048253986103e-01,-7.491232237277132278e-01,7.077958488718214536e-01,7.084277142680615036e-01,1.415275866151039175e+00,-8.881906969747566105e-01,6.864221765471626435e-01,-1.000000000000000000e+00
-6.607155713453503054e-01,1.611717504795625810e+00,-2.834319564982805129e-01,-3.018429174376470112e-02,-9.902128719476049890e-02,-1.134741907686066087e+00,7.949078833395841759e-01,1.671200102954493616e+00,3.508860620597715196e-01,-1.442422959236210556e+00,1.000000000000000000e+00
-1.546333395378487685e+00,-1.386054885591866848e+00,1.287017002201217952e+00,2.505078487427634948e-01,-1.348096726976176774e+00,3.556511035085446748e-01,-1.102471324246653506e+00,3.343763150211787050e-01,-1.177810213228212444e+00,-8.932078065945038281e-01,-1.000000000000000000e+00
7.105636400607980852e-01,1.742055434812471937e+00,1.287017002201217952e+00,1.377860603295044117e-01,1.598879535211862879e-01,9.726559543871902136e-01,-9.775001042076604252e-01,-1.548834608260664103e+00,-6.191193124152317706e-01,-5.043032520974978228e-01,1.000000000000000000e+00
-1.689174979899961571e+00,-7.778112121799110046e-01,-2.013935780587546021e-01,3.143174754262240134e-01,-5.012563141243430165e-01,7.251509389002277484e-01,-1.255100477089092337e+00,1.120912569906062028e+00,3.558564110405850744e-01,-1.738344906270283152e+00,1.000000000000000000e+00
-1.117808641814066473e+00,4.821221113162804106e-01,-9.591566292222129808e-02,-1.006577580544452788e+00,-1.258641034802040037e+00,-6.307472804677423106e-01,-1.145978737018043425e+00,-3.848792290965764029e-01,1.575497764817235691e+00,-1.246309355724051215e+00,1.000000000000000000e+00
1.653318097902525041e+00,1.264149691417365551e+00,5.603913645939870847e-01,5.247184273187931458e-01,-1.225146120337488487e+00,-1.104921338789266017e+00,-1.460170328228791892e+00,1.122853320055473114e+00,2.613953138995637193e-01,6.934935985136958525e-01,-1.000000000000000000e+00
7.677002738693876616e-01,1.177257738072800874e+00,3.728750710179278838e-01,-3.570541850291005792e-01,7.437043807557481845e-01,9.844918266483799751e-01,6.685975114895882365e-01,-1.064608341101109135e+00,-6.558762996614772023e-01,-1.560811162274846398e+00,1.000000000000000000e+00
-6.607155713453503054e-01,-2.130135154402398867e-01,7.244681214730392949e-01,4.882596415722386118e-01,-1.449538023703063283e+00,1.284369803239550745e+00,-1.352969009113714316e+00,2.871863691586106770e-01,-9.377798350825959917e-01,8.958258024769799599e-02,-1.000000000000000000e+00
-8.321254727711188126e-01,1.698609458140190487e+00,-7.873819954839407220e-01,-1.273165734368766899e-01,-1.730486579528507818e+00,-1.478850549303986295e+00,-1.104227126863746911e+00,1.302400863602031666e+00,-6.158195177963786682e-01,1.102356592477550912e+00,-1.000000000000000000e+00
-4.036007192066973781e-01,-8.212571888521941199e-01,7.361878898215428180e-01,-2.907802144942528977e-01,1.102363524891058599e+00,-4.759678568396972786e-01,-1.672232497240635052e+00,-1.730673977128772467e+00,-6.558479689860826634e-01,1.392510774378658889e+00,-1.000000000000000000e+00
1.710454731711114729e+00,-1.342608908919583621e+00,-2.717121881497769897e-01,8.102953699326611581e-01,-1.331883641541634078e-01,1.689365275075500827e+00,9.001759241943717571e-01,-1.226362886442391664e+00,1.695765995632283696e+00,1.362865734945329088e-01,1.000000000000000000e+00
-1.060672008005477007e+00,-2.999054687848046186e-01,-9.748982890600004225e-01,-3.169967820968215277e-01,1.022112186010828205e+00,1.215584638859105837e+00,-2.279938648123527867e-01,1.103171972954234858e+00,5.850195566543273662e-01,-3.411412296760590879e-01,-1.000000000000000000e+00
1.710454731711114729e+00,-8.267558542339209504e-02,7.479076581700467852e-01,6.288352671331670640e-01,-3.377783769053501195e-01,-1.686483843117693171e+00,1.567890842734110945e-01,-1.144489886656904876e+00,-4.527309883757000067e-04,9.788890549015751841e-01,-1.000000000000000000e+00
-7.464205220582345035e-01,1.307595668089647001e+00,1.287017002201217952e+00,5.526364049228679187e-01,-1.352041766854453764e+00,-1.212544048875911828e+00,-1.479434525668956057e+00,1.501209948830239505e+00,2.172864678232183933e-01,1.520338051400246915e+00,-1.000000000000000000e+00
9.676784921994507904e-01,6.124600413331282578e-01,1.216698392110195703e+00,8.102886183056708935e-01,4.418967578895686144e-01,-7.320593832797626099e-01,5.020943562297905949e-01,4.083511099399652067e-01,9.743912285986909561e-02,6.666941017102003819e-01,1.000000000000000000e+00
3.677438372092610153e-01,-3.433514454570861796e-01,-7.287831537414223293e-01,-6.687464208406860289e-01,-3.045489676175573979e-01,8.123920150866196233e-01,-1.015518630864866489e+00,-1.129065176075999100e+00,1.518339542704620904e+00,-9.146814622391633565e-01,1.000000000000000000e+00
7.962685907736823943e-01,-4.302433988016524102e-01,-1.045216899151022893e+00,-7.515720049417700110e-01,-4.940137710594459663e-02,-2.101038807177110085e-02,-1.433717089517607679e+00,-5.306085113887017979e-01,1.436530628485108041e+00,1.337527576786945893e+00,-1.000000000000000000e+00
1.963339357834923971e-01,1.264149691417365551e+00,-1.310749679677322976e-01,2.247632360788144990e+00,-1.243118632165136850e+00,-9.033618186194289912e-01,1.526188468702527112e+00,-1.833755333661490072e-01,1.093983113632975179e+00,-3.983087321863090224e-01,1.000000000000000000e+00
1.339066611955282760e+00,4.386761346439972953e-01,-1.056936667499526195e+00,2.319678810279421910e-01,7.948384173006994846e-01,-9.738114011117652291e-01,1.735762749904095514e+00,-1.535312867202925702e+00,1.544348302982360588e+00,1.739555969848932238e+00,1.000000000000000000e+00
2.249022526877872130e-01,-5.605813288184986476e-01,-2.041397208773839012e+00,-4.260389338004741955e-01,-1.647689123446833825e+00,1.608460946230810595e+00,-6.932752174566803038e-01,-2.325747362272793939e-01,-1.054830532231334494e+00,1.698343242205047954e+00,-1.000000000000000000e+00
-9.749670572925925871e-01,-2.130135154402398867e-01,1.287017002201217952e+00,2.388781712523113943e-01,-4.557953737265855176e-01,-1.049365941133414637e+00,-5.814323242061993913e-01,-1.283142803242043772e+00,1.251801798573245028e+00,1.157335005476780365e+00,-1.000000000000000000e+00
-6.078091635516030128e-02,-8.647031655244772352e-01,5.252320595484761823e-01,1.336959409109116592e+00,-1.218908384653299981e+00,-6.133185106595978597e-01,-1.700049598642953352e+00,-1.187579596968200590e+00,-9.389339599892619903e-01,-1.657008825823985898e+00,-1.000000000000000000e+00
-1.689174979899961571e+00,8.296899246945406148e-01,1.287017002201217952e+00,1.033463648463514239e+00,9.784760750840659771e-01,8.569109688974960726e-01,1.223847462250206991e-01,-1.239636610980270337e+00,-6.214251650574725838e-01,4.179369923754631122e-01,1.000000000000000000e+00
-8.934923325945509642e-02,4.216367921172400023e-03,5.838309012909945750e-01,1.608600993615411756e+00,1.329274892758874893e+00,2.295638908975841941e-01,-1.069374145719110158e+00,-3.094077242813909057e-01,3.319913314944529237e-01,3.199621119936473801e-01,-1.000000000000000000e+00
-1.289218543239834869e+00,9.110832126573860379e-02,1.216698392110195703e+00,3.151715562404716064e-01,1.379426228981675218e+00,-1.520249589335201490e+00,3.050604788556415814e-01,3.357810411862510724e-01,-9.972678115656767872e-01,-5.964736463158784030e-01,1.000000000000000000e+00
